,text,labels
40,This sounds like good news for Belmont University basketball fans the season can t get here fast enough for me,4
41,going inside the white house,4
42,hahah he s my baby,4
43,bruise on knee will make it hard to skate tomorrow,0
44,yea but i think he is getting better he had something wrong with his chin,0
45,Now I m hungry,4
46,Krause So what do I do now I get no messages I am so sad I can send messages from my phone but get nothing,0
47,Yeah ankle injury I heard,0
48,I m ready how about u,4
49,freelance job done I m now about to go to SLEEP As someone who has lived on naps for the past week you could say I am pretty excited,4
50,not even rain and cold weather in june could ruin a tailgate at soldier field for the usmnt vs honduras game,4
51,ahhh that required a scroll down but still wait what,4
52,Watching Daniel Craig as a jew With the boy,4
53,i love it suuuch a fun night it was awesome meeting you girls and i love the shirts,4
54,Yes They couldn t help me,0
55,Trying to sleep before I get up at six for work,0
56,Morning darling leaving in half an hour Did you listen to the podcast,4
57,Feet hurt and one day away from having a room again And my sis is now a high school graduate,4
58,u brat U left me u better go to the doctors princess Uff I m gonna cut who ever hit you,0
59,My sims house is unnecessarily huge,0
60,thanks,4
61,meee,4
62,I m off to fold laundry and go to bed Yep it s a crazy Friday night LOL Got 1 000 more words though so WOOT,4
63,ya we snagged some nice stuff in vacuum bags from Coffee Fool omg it smelled so good when i opened it,4
64,finally home i wanted ihop but no one would go with me,0
65,woo hoo found bridget holly and kendra on twitter,4
66,Moe I had to restore it and now it s not unlocked it s just a expensive iPod until the unlock is released for it Sad day,0
67,Watching The Chronicles of Narnia The Lion the Witch and the Wardrobe Again,4
68,continuitysummit was a blast is such a good guy Met with some great minds Getting in car to JFK now no sleep till Brooklyn,0
69,My birthday is gonna suck it couldn t been any other birthday but not this one,0
70,hey now those are from Books Be nice to us,4
71,Lost Discs RE TAKEN Author thechad Subject jerks Posted Mon Jun 22 2009 4 18 pm GMT 6 I have,0
72,Good mornin to ya,4
73,what diet foods did you pick up i need to switch it up a bit been on this hummus for a bit lol,4
74,I want to be back at dbu,0
75,doesnt like that her boys and dont like each other,0
76,Off to prom SteveSalazar lt 3,4
77,I can t remember the last time my bed felt so good It s a shame I ve only got about 3 hours to sleep,0
78,everytime I play it to at least 1000 the place goes nuts oh man I would love to go there,4
79,That s what s up I was gonna say him next but there was no more space 2 tweet It was cool seeing him BB Kings besides u,4
80,headinq tO SChOOl letS See what tOday brinqS me,4
81,going to mgm im gonna ride the rockin rollercoaster all day,4
82,Yeah but not cuz I told him to He never reads my tweets I give up,0
83,Well my dear glad I could make you laugh And we are all friends here that have not met yet right LoL,4
84,I m so fucking stoked But I still have to wait like 2 months,0
85,im aware it says that but you only have to swim if you want to most people don t,4
86,he said yeah he got that right 4 u what happened to hitting me back thought,0
87,Was just reminded of how many emotocons I use Fuckin smileys I m not 12 anymore Its hard to text cool with the end of a message,4
88,is listen to The Beatles YAY,4
89,i m in davis class yay he s my favorite teacher,4
90,Okay kiddos I m off 2 bed Goodnight Twittertonfieldville Oh amp SUCK IT bc I know you re gonna say something smartassed,4
91,BB That is one big cat Feeling rested after quot sleeping in quot,4
92,I got blisters Strut Your Mutt they hurt,0
93,Mom says the hay we have has to last until at least next wednesday There s not much left I hate diets,0
94,Getting ready then off to Lahey for most of the day I hope my Mom gets better soon,0
95,very sick n i have my final math exam tommorrowww,0
96,My Phone is Up and Running,4
97,Ok be honest who teared up while watching quot UP quot Don t worry I won t tell anybody,4
98,aww im going to miss you,0
99,Welcome Proud Honeybee Productions to Twitter take note,4
100,Mindless Self Indulgence Saosin The Bled Styles of Beyond,4
101,OMG I have a major headache,0
102,Headed to grannys house,4
103,Had to return my Travel Pooch II bag today Wish it had snap type of waistband instead of having to cinch it up each time,0
104,My car is dead Hopefully just needs a new battery but what a pain to figure out how to deal with ASAP,0
105,OMG I ll just pretend I m that dancer,4
106,Thx for your part in that Any time you reblog something of mine I instantly get 3 5x the activity on it I normally do,4
107,yep Thought that might be a good one for you,4
108,I can help I just got another packet of cards for my Easy Home Repair book I have some plumbing stuff in there if need be,4
109,ooh i love that song i m going to listen to it right now as i m in the mood for some good music,4
110,PS i am proud to say I am NO crack head And never tried that crap lol,0
111,omg i love her too which is why i think she should never ever look like this again i dont lik,0
112,class class exam work fml but listenin to quot i dont feel sexy quot,4
113,quot Only those who have learned the power of sincere amp selfless contribution experience life s deepest joy true fulfillment quot Tony Robbins,4
114,I m going to be in California Diane Wish i could be there,0
115,Work Yay,0
116,sure I do just to keep up Plus Iove throwing on the hakama and getting a little side Iaido practice,4
117,I am unfollowing you until I get my FullService on wednesday spoilers make me sad Going back to work tweet ya layta,0
118,What s wrong Tell me e2 is fine please,0
119,Could not sleep I think I slept a total of 7 min I despise being sick,0
120,Don t scare me like that,0
121,Waiting for an email a myspace message an IM or a phone call from Tim Words cannot express how excited I am,4
122,I tried changing the lt x gt 100 lt x gt and lt y gt 100 lt y gt to 0 and 0 but that just broke it,4
123,it still completely cracks me up that adam pascal did a song for the backyardigans,4
124,So Inconclusive There s still a chance i ll need surgery I see the doctor again in 3 weeks for more x rays,0
125,walking the dog the weather is amazing this time of morning,4
126,And SO my weekend finally begins Out to dinner with the boyfriend tonight,4
127,That would be wonderful Thanks,4
128,Oh bummer My flight arrives 11 minutes before the games starts on Sunday,0
129,are u still dating that boy from the other church,4
130,Goin to great wall today,4
131,e white congrats on getting out the Hadoop book esp the ZooKeeper chapter,4
132,My memoirs of a geisha dvd is ruined so i had to watch hero which is an equally awesome movie,4
133,me 2 but I m lazy as shit and I forgot where I parked,0
134,LOL i feel so slow now should ve guessed from seeing ur myspace page,0
135,i just want to spend my day in bed wrapped into my blanky fuck school,4
136,fb says im a tent camper not afraid of bugs sleeping on the ground and like to rough it FB says it it must be true hahaha,4
137,Chillin with carlissa tonightt,4
138,That s awesome,4
139,People at my work are fucking retarded Makes me feel good about myself,4
140,He doesn t have it,0
141,5 a little late but better than never,4
142,Oh snap I forgot my own best friend s b day today Now he mad at me n disappointed I deserved that I m such a lousy friend,0
143,MitZee SparkNotes com has free online study guides and book summaries,4
144,RIP Well his car anyways fucking hell Good thing no one was hurt but dammit,0
145,loves katy perry,0
146,Gnite twiggas RIP to my chucks it was a sad day for my shoes,0
147,dont worry there will be lots of pics love you too,4
148,fortunately they have a baller waiting area,4
149,Sunshine who is that I thought it was your Page I Get there and theres a DUDE Not what i Expected DKAJ,0
150,It s ok I mean it was bound to happen sooner or later,4
151,I can tell I am analyzing numbers today bc I am already tearing my poor fingers to shreds wo even noticing,0
152,A quick note that I have changed from my screen name to my real name Making a few updates to my account including adding my photo,4
153,no Because i didnt wanna eat them by myself thinking bout those jeans,0
154,some judge from sytycd has the same jacket as you but you look better in it,4
155,YAY I m in North Carolina Only 2 more states until Georgia,4
156,Thanks for following,4
157,good luck sexy love love love,4
158,went from the airport straight to badlands and now faces,4
159,Lies I m pretty sure everything s okay I just feel like a royal jackass that s all Eeeeh no bueno,0
160,Quil Ateara Yah I agree,0
161,is new to Twitter and sad that she can t find any of her friends,0
162,watch tv go play nigga knock go do some jit shit to keep you young,4
163,Is it really Monday already Really Off to work Can t tweet from work That makes me,0
164,is work next door sucking again,0
165,I know right But she was cute as hell The chest hairs are a negative,0
166,found my assignment paper now its time to get to these papers,0
167,me too all of them are far away,0
168,well your not cool anymore haha im so totally teasing you haha,0
169,My wittle belly hurts,0
170,lol I hear u follow me I m following u,4
171,FUCK I shoulda called in a voicemail I though you did it this morning,0
172,New England never ending rain,0
173,I missed your Love Shack quote Just saw it now Bummer I ll get one right yet,0
174,je suis jaloux I just checked and found that it would be 100 to get the dreamy creamy to Washington state,0
175,haha i know aye dw its fine my life does revolve around my bands XD how are you btw,4
176,Needs to stop sleeping at 4 am amp waking up at 2 pm,0
177,I m glad he liked it so much,4
178,I wanted to see the story on ACORN tonight on Glen Beck but I missed it,0
179,thank you,4
180,I dont know why The dude just rubs me the wrong way,0
181,sweet wanna take me to Never been,0
182,Loving rich people who flaunt their money,4
183,At macy s right now Miss shopping,0
184,Yeah just finished castle Was pretty good,4
185,i hate protein nutrition bar letdowns if you like choc mint try luna peppermint chocolate not super duper healthy but not bad,0
186,Is at the doc office,0
187,I m in too good of a mood for a Monday LOL Must be the sunshine Summer is just around the corner WOO,4
188,Top Three Twitter Business Directories from from across the pond or not,4
189,that i get crazy cause i have only slept 2 hrs yess then have to be with family until like 10 or 11,0
190,ive been calling you,0
191,Ooh Bar tiem nao I am the Trivia Queen bow before me,4
192,watching a young HOT Tom Cruise in one of my fav movies Top Gun its almost over no good,0
193,I always notice tweets much late YES he s into Star Wars even though he s never seen it Go figure,4
194,up at Shelby s when you comin to see me,4
195,this pretty much sucks i am having the same problems,0
196,Can t believe I m missing semtech2009 Three straight years I ve missed,0
197,woah jeff thanks for sharing you rock,4
198,Vistited an Agency this morning and a Museum this afternoon Noooow Im at school trying to get some work done with the Germans,4
199,I want a BlackBerry but my mom still pays for my cell phone,0
200,Your a true blue Cub fan I ride with the other side of the town but we can still be friends though,4
201,Morning showers are simply refreshing,4
202,SO If you e mail I will reply see ya,4
203,I feel like eating outside today,4
204,with who,0
205,stop twittering Im trying to sleep p miss you friend,4
206,i dropped it in water,0
207,Shopping trip with Mrs Butler today,4
208,is sorting jelly beans,4
209,Gonna go work the 11pm 2am bar security shift pray for me,0
210,I think I met my soul mate today But I will probably never see him again,0
211,I can get you a 3D furnished floorplan for that new listing for 35 in less than 24 hours Let me know,4
212,thanks and i heard you and had lots of fun in chi town,4
213,amp If you two need a 3rd roomie i am tired of houston,4
214,tgif tgif tgif tgif yessssssss fathers day cook out tomorrow but its going rain,0
215,now can t make it tonight Just got home Been an effed up day and I m staying in I ll wave back lol,4
216,My shirt is a fuzz magnet today and I feel totally uncomfortable,0
217,haha,4
218,I am actually the 3rd Corey Feldman and Haim got nothin on me,4
219,Just found out about a bead show this weekend Guess who s making an appearance,4
220,My birthday is almost over,0
221,Art Lol,4
222,At veets with my poorly pus for the last time Very Sad,0
223,Just lost 40k on nut flush and second low draw,0
224,tonight s the final episode of one litre of tears im gonnaa cryy,0
225,ah ah that s ok I chose to stay home because i wasn t feeling good and tomorrow i have to go to slc,4
226,Itor Mornin s sunshine Thanks for the mental boost on a Monday hope you re having a good morning as well Nice shirt wink,4
227,Hi I ll email the recipe to you shortly,4
228,Ok Some Clubs Are Just RUDE But Others Rock,4
229,Russell I know But it does nothing for the gelatinous state of my belly,0
230,Well I ended up considering them my mice,4
231,Just got some clothes for observation hours tomorrow yay 5 AM,0
232,Bummer There were two Sundowns I wanted to see amp tonight was the only one I was in town for and they move it to the TN Theatre,0
233,SUCH random hours this week Short shifts though,4
234,i don t feel like art ing now,0
235,I know that sux we could have like the most incredible band though there s gotta be a way,0
236,My car has insurance time for tags,4
237,Why India lost Dhoni was busy facebooking on his Aircel pocket internet in the match,4
238,I m always exhausted,0
239,I don t wanna hear Before The Storm I know that I m going to cry,0
240,it was,4
241,Headache cant sleep,0
242,Skittles yay i had banana amp chocolate they re all gone now though I m toddling off to bed now tweet ya tomorrow nite nite,4
243,Sami inkinnen finished swim race around 28 min trulia great work and now onto the bike race via Sami the Iron Man,4
244,Is the release day is real though Sighs They got me excited Thank you for clearing that up,0
245,Omds im so tired stupid 6 hour journey was a massive drain and yey school 2moz how much better does that make me feel lol x,0
246,Is enjoying home grown chilli,4
247,Starting to get hungry Son just woke up and movie is starting to get good Time to pause,0
248,NYC all day baby,4
249,i can t see you tomorrow morning we re going out for birthday breakfast with grandma i ll talk to you when i get home,0
250,No bank holiday here just a really crappy weekend Has to get better though eh,0
251,Shannon bailed on me McCrossin bailed on me Matt Drew bailed on me I d sad,0
252,looking for an English Klingon translator amp the only one I can find on the web is busted amp its for something awesome details soon,0
253,is on her way back home pray for a safe return my twitter friends,4
254,ommg still in shock that we saw bj the universo works in werid way,4
255,Dealing with Wind at Craft Shows pt 1 now posted Read Comment Click on a link,4
256,Think I m going to make my first skillet pie today with rhubarb and cherries Was going to put apple in too but ate them all,4
257,Missing my husband not to mention there is a storm coming,0
258,I like that one I would read that Kittie,4
259,Thanks u know us miami girls stay fresh lol i click on the link to purchase n it didn t have anything there,0
260,com Thanks for the FF,4
261,Can t fall asleep,0
262,direct message me your cell i want to call and my phone is being a douchenozzle,0
263,Going to eat with Tony and the Gang then heading home coming back real soon,0
264,Let s just say we ve had a lot of close calls,4
265,So my good mood just died,0
266,Is listening to his grandmothers stories about her trip to chicago this weekend Her first time going without me,0
267,All this waiting is really bugging me i watch a lot of mac mini video on YT and i just cant wait IM GETTING A MAC MINI SOON,0
268,oh that sucks Thank God for your laptop,0
269,X Excellent Thanks for asking,4
270,tayler hurt her knee again may need surgery after summer but going to see some specialists in los angeles while im there,0
271,Not gonna lie tonight I was half watching just wasn t into it and I m starting to feel sick good game though,0
272,is sickk with sara Aughhh,0
273,im at work my feet hurt and im gonna be home in bed alone tonight,0
274,I have to tweet something cuz I don t want my update number to stay at 69 Ya know,4
275,Last night amazing i love my official fiancee,4
276,wowzer so u not gonna come see me i could bowl,0
277,I guess I ll ahve to keep my fingers crossed lol he was here 2 years ago right were I live but I didn t know who he was then,0
278,NAC 08 yes we did I almost cried when I was doing my last walk thru 15 years spent there Oh well We had to get rid of our dog tho,0
279,Getting ready for COUPLES date night dinner club Our first one w 3 couples Playing dress up is always fun What are you up to tonight,4
280,Monday Monday la da la da da da at work Happy 420 everyone And I just put in my 2 wks notice Up yours FPL,4
281,continue waiting for yesterday I only have 2 episodes for that series BTW not trying to brag I think it is perfect for Zashley lovers,0
282,STU Very sad to hear that Sorry for your loss God Bless you and your family,0
283,so me warac and ky are going through your pictures and talking about them on vent,4
284,threat i feel you oh god im gonna be in zombie mode in the morning,0
285,10 minute break I want to be at home I m skipping out on shopping that s how tired I am,0
286,oh no Our AC has conked out a coupla times too so I can feel your pain,0
287,Tore my meniscus in my right knee Surgery here I come,0
288,Bad link to TX RV Professor sniff sniff,0
289,New job on Monday easy money but up by 9 everyday,0
290,It s all the way gone now Re do it for me on the 28th,0
291,Just got beaten horribly mini golf i placed 4th out of 5 and i only got 4th by 2 stokes,0
292,Disturbed They sold the baby tiger I met in Thailand as an exotic pet Greedy bastards,0
293,hahah It s much much better today Good enough to get through my p90x,4
294,FORD Found on Road Dead I ve had 2 Fords in my life both lemons amp money wasted,4
295,still havent got round to watching Supernatural,0
296,Coming home at 3 30 then waking up at 8 15 is starting to take a toll on me ahhhhh MONSTERS ARE AMAZING and sooo are naps,4
297,Im watching this really sad movie on lifetime,0
298,about 2 5 hours left of work amp I m goneee hurry up 7PM pwease,0
299,ohh ur intentions are always good I got a laugh out of it lol,4
300,that s one thing they do right,4
301,Kelly spent the night That was epic and scandalous Ooo Just kidding about the scandalous part haha,4
302,seems you guys have a great show at haus der jugend congrats,4
303,quot quot quot Hey thnx 4 reminding me how awesome I am gr8 cover thanks quot,4
304,why limit your story to 140 ch Tell all what is annoying you at www iamsoannoyed com it will help relieve your stress,4
305,I REALLY APPRECIATE THAT THANK YOU,4
306,This Tibetan pill one doesn t eat It s made w unique ingredients amp thousands of mantras recited while making,4
307,i Totally Have My Cameo is 1 2 a second T T,0
308,im starting to lose hope,0
309,Conner fell asleep on the bench outside waiting for me to get home AWWWW,4
310,saw the X Files movie on HBO again today I miss that show,0
311,i hate when i paint my nails because then i cant suck my thumb because it tastes bad,0
312,went to fix his bike,4
313,Shit The gas nozzle slipped and sprayed gas all over my pants shoes and ground,0
314,60 degrees and sunny SUCH a pretty day Wish my folks could ve been with us to hike around the falls Now its time for pie,4
315,alison Yep I m a NYer so apples cider pumpkins leaves changing color crisp nights CA is still HOT in October,0
316,Hello Lady How have you been,4
317,ooh gvt accountability what a concept gov20,4
318,You are very welcome Happy Monday,4
319,just 8 get back out there,4
320,my cousin is friends with Gabe from Cobra,4
321,Nope you Thank you for responding,4
322,This weekend with my girl has changed me There is conditioner In my hair It is silky and smooth I m scared,0
323,Tea is the only proper option Coffee is for the unfashionable masses,4
324,CARLSON my eyes are wide open fire away feel free to call my cell phone I ll DM,4
325,Klaatu barada nikto The Day the Earth Stood Still I m not sure what it means but it is pretty genius,4
326,I miss my Tori,0
327,No don t leave us How are supposed to know what you are doing camp So very sad,0
328,chillin my baby left 2day tear tear,0
329,Happy 4 20 ppl make it a great day Smoking or non it s a celebration twitches LOL,4
330,salad Glad you guys agree about chocolate LOL,4
331,my youtube page youtube com tiaritenee don t flatline on me new word quot flatline quot ooooooooooo I m just sayin lol hehe,4
332,btw I am so coming to the SUMMER TOUR Demi,4
333,alright its 2 30am imma call it a night night peeeeps Tweet ya tomorrow i thinnk imma dye my hair what color idkkkk we ll seee lt 3,4
334,Zero sad I dont like it Sings happy song to ZERO ILY,0
335,This is my 900th tweet Only 100 more til I hit 1000 So that ll take me what A few days,4
336,aw thanks hun we should do it again soon i love bbq s next one during the day so i can get a tan,4
337,haha it was cute yay for chicago bros amp sis dancing for God i liked it,4
338,Glad u got good parking cuz parking sucks ass there Nite Loving,4
339,Happy Mom s Day,4
340,crush Drama from quot Rob amp Big quot and quot Rob Dydreks Fantasy Factory quot Whew My Dream Whiteboy,4
341,I would be scratching ma head toooo,0
342,Registered for my summer History class Now gotta tell work I can t work as much they are gonna hate me Oh well,4
343,Just finished my last Zumbs class I ll miss you Rebecca Now back to the garage sale,0
344,trying to transfering domain and hosting of sbumc more annoying than it should be,0
345,Kirkland Red Sox season came to an end tonight unfortunately first loss in awhile Didn t get the city championship Next up All Stars,0
346,thanks it s JNerd s job Ends Jul15th,0
347,Waiting outside the Cathedral in the rain My baby brother Dannyboy s graduating from Roman Catholic So proud,4
348,grandma made chex mix for amy and i my bag went missing before i could eat any of it apparently amy stole it and ate the whole thing,0
349,WOW it s Monday again gOoD mOrNiNg EvErY1,0
350,I much prefer 052 will resell an Android phone myself Maybe the G2,4
351,About to by Wall E on DVD Finally That movie is so bomb,4
352,OMGosh I love the new pic gorgeous xoxo,4
353,What did I do I keep on losing followers,0
354,Just got home amp feeling like shit Physically amp emotionally,0
355,you ll be surprised at the end,4
356,My knee is still hurting I m limping,0
357,Still the Hospital Huuuufff,0
358,getting ready for my Dodger game Its been 5 years How exciting,4
359,Listening to quot let you go quot haha I haven t heard this song in forever,4
360,Just landed at JFK NYC Aww boo No more cartoons,0
361,what s up twavia,4
362,Well when the game is released you ll have your chance,4
363,horrible headache but sooo much to do,0
364,Club No club Drink No drink Pool YES POOL,4
365,My sunburn itches ouch,0
366,Slept all the way thru the night first time in Three weeks And I slept in till 9 15ish Thats a record Out for lunch now cleaning,0
367,jayR ehh she ll live lol what are you gonna buyy,4
368,the cutest spanish boy EVER is in my class,4
369,The W Hotel s workout rm You can t see lifting weights,0
370,aww maybe one day they will give you one and you can have two yeah i did lol sorry i didnt answer my phone was on silent,0
371,oh best believe ima get that money honey nite,4
372,Cause I have sooo many things to do before I leave in the morning I always wait till last min,0
373,Aaaaand the nausea is back,0
374,perfect and an instant scratch off once it s written down Brilliant,4
375,Thats awesome Garbo you re funny,4
376,Getting read to hang out with friends today after the sad disappointment of no early morning 3 0 release,0
377,Woot Happy Birthday I hope it s magical for you and I owe you a big thanks,4
378,jUST HAD ME SOME DONUTS FROM SHIPLEYS FRESH OUT THE OVEN,4
379,had my first Mango of the summer today from Haiti by way of Whole Foods Oh so good,4
380,Raise up your prayers for Larissa She needs them so so much,0
381,sorry I missed out last night Wedding photos and the reception ran longer 14 hour days kill me sometimes,0
382,gotta try something new,4
383,Beautiful art from Michael Kloth Photography is always a welcome gift,4
384,Has not made very much today,0
385,3 MONDAY I guess thats when zackoid leaves to vegas,0
386,Your tweet is not allowed here Why you gotta rub that in So not fair,0
387,and the KK doughnuts in the grocery store are gross because the glazing has started to melt It makes me so sad,0
388,soooo excitedd to go to chicago on sundaay,4
389,Ok Guys Please Follow My Friend he has good music also he knows amp FOLLOW HIM,4
390,a nice morning so far Let s hope no rain on my parade,4
391,Thank you,4
392,Send an email to Manning support last wednesday but no replies either,0
393,I want to sleep But I have to finish this,0
394,ive just realized that i can completely blow off my finals and still get a C in both classes hmmm my inner slacker likey likey,4
395,How is my girl doing Miss Busy Bee,4
396,Have you tried that New Amsterdam Gin Real smooth and great with cranberry I m enjoying some now,4
397,wow party is going so quickly but twitter isn t being very cooperative at times mmwanted,0
398,Sleeping on the roadsides all night trying to make it home It was such a long day I had so much fun with my graduating son,4
399,nothing can t believe I m wide awake lol I m okay babe,4
400,Wishing I hadnt skipped breakfast this morning hungry,0
401,it s a very odd feeling day today knowing that i won t see s bright and shining face,0
402,Off to work woop woop Children getting shots today that s going to be sad,0
403,is so sick of dealing with these insurance people ahhh i just want a car,0
404,ok cool dont believe everything you hear from scott tho she kinda crazy haha j k,4
405,Just put my baby girl on the church bus headed to Yogi Bear Park in Madison I hope she has fun fb,0
406,On the train home from work I think somethings seriously wrong with my back,0
407,And quot Pushy quot well that s the number one word used to describe both Saynine and LilSaynine,4
408,smile2013 but i need clothess,4
409,Nice description of the morning and possible day ahead Not quite firefly season yet but still we know it s coming,4
410,I see that you miss this place It is a good thing you are coming back this year for a vacation,4
411,it s depressing that if i only made minimum payments on my grad school loans i would be paying until almost my 50th birthday,0
412,are you still in Hawaii If so take a night time stroll on the beach I LOVE doing that,4
413,lol my mom is the opposite The less she has to plan the better it is for everyone around her Kalla,4
414,it was good i had two bowls,4
415,On the road again its way to beautiful of a day to be driving,0
416,Played the new UFC Demo till my hands bled and guess what i cant wait to wake up and play it some more,4
417,Moving my blog to Word Press You ll have to tell me what you think when I m finished,4
418,R K No way you still got that going on,0
419,No annual 4th of July party at the Belden s this year Boo,0
420,is at rosie s house waiting for tyler and devin,4
421,damn i wish i was in LA i wanna be at da BET awards this weekend damn damn damn,0
422,I shall I ll also enjoy the fact that I just woke up,4
423,,0
424,my nights get here way tooooooo fast,0
425,My mom would totally say yes but my dad no so if my mom says yes i can go but we would need a ride,0
426,sitting next to magicmoment,4
427,is hanging out than going to the city this afternoon,4
428,We are off to Cork for the day Rain Rain GO AWAY Peace,4
429,I got a bad haircut today no fun,0
430,Just finished DollHouse It was amazing Like really really amazing In watch Www watchdollhouse com All twelve ep are up Kittie,4
431,Good nite wonderful tweeps Busy day 2morrow but I ll catch up with u when I can Thx for all the gr8 resources today,4
432,I keep stepping over where dogs should be but aren t I m falling a lot,4
433,Off to more policy meetings,4
434,I remember quot Operation Starbucks quot wasn t a complete success but did drink our coffee in NYC,4
435,today was great lt 3,4
436,LOL I m sure you ll crack those too,4
437,Hungry At work And the cafeteria is closed,0
438,I don t know why I remember you as being a vegetarian my bad,4
439,Thx all it s a 3k capacity bought second hand,4
440,perfect,4
441,So glad you re here at the workshop Can t wait for tomorrow Btw you did a great job today,4
442,Oh yeah you can ABSOLUTELY use any of my pics it s all about sharing,4
443,oh i thought it was hysterical of course you could be in a women in jail lifetime movie too,4
444,Assuming that includes me g nite,4
445,ryan s amp is getting fixed The transformer broke,0
446,Now honestly how can we trust Twitter is accurate I just saw it go up and then down by like 10 followers in 2 secs,0
447,Stupid contractors screwed us all over If I ever see them again I m a punch them in the face,0
448,amazing song can t wait to see him at warped you too if you re going with millionaires and jeffree lt 3,4
449,Virgin America s A Day in the Clouds was SO hard Brain busting for sure,0
450,Wearing my green Cardinals jammie pants with the shamrocks They make me smile,4
451,I don t have enough hair for a fauxhawk,0
452,WOW I just saw the hug you sent me two days ago thank you SO much,4
453,Love Saturday mornings Big kids are at Grandmas and I actually got a bath without a 3 yr old trying to climb in with me,4
454,Getting ready for a busy day,4
455,shaddap wala nga eh the opposite of SGA,0
456,Thats a horrible thing to wish,0
457,Prime example why it doesn t really pay to auto follow such an irresponsible thing for them to do,0
458,Tonight doing this not this,0
459,I just spent a few moments trying to decode quot yann moix quot thinking boy my French is rusty oh it s a name,4
460,You passed the test,4
461,On the cruise,4
462,working all day today Counting down the days for VACATION,4
463,morning i m thinking that definitely sounds like a good activity today,4
464,Mornings suck why don t little kids understand the meanings of weekends Now Where s my coffeeeeeeeeeeeee,0
465,good luck,4
466,If I could see the back of my head I would trim my hair myself alas I cannot,0
467,Flight out of Denver is delayed It s going to be a long night,0
468,The face of defeat,0
469,Someone got them My mom just checked Darn,0
470,my cell phone was pronounced dead earlier this evening and I will miss it very much,0
471,My words have escaped me tonight but my oddness will never,4
472,You seem hella cool,4
473,still smoking cigs thought you was gonna ditch that habit,0
474,yea it s getting a bit nuts,0
475,Had fun this weekend but I am very happy to be home Terrible traffic and detours in Mtl earlier,0
476,bored now because i was talking to someone but now they re busy with something else just kinda a bummer idk,0
477,A night with my family before the boyfriends insane party tomorrow Haha,4
478,stage 1 down Now at Heathrow bug fixes for SharePoint Personal Status really not looking forward to Friday Night rush hour on M25,0
479,thanks for the delivery Wearing the honey yellow to the office today btw love your packaging,4
480,I got a text from this guy who I don t like and who has the same name as the guy I do How disapointing,0
481,Yes Beware Sorry I couldn t come out today Work,0
482,iremember when smoking was a lesser crime than say graffiti,4
483,Say Goodbye cause I wont be back again RIGHT GOODNIGHT yyaaaayyy 500th update I should stop now,4
484,Bleh my cars in the shop,0
485,quot up quot was awesome,4
486,I Think Its Finally Time To Shut Off The Computer amp amp Turn My Phone Off For The Rest Of The Night I Have A Bad Feeling About Something,0
487,my feet hurt a long day work will do that gotta get up early amp do it again,0
488,This has been the most accomplishing day Applied to nku got my transcript and opened a savings account,4
489,UP soooooo good i laughed i cried just so cute,4
490,Parab ns o primeiro b be twitter portugu s,4
491,why aren t u here and y u not coming to yelenas,4
492,welcome new followers even though i don t know where you re coming from or why,4
493,Sad days Im deathly ill and my parents are off to Florida the day after tomorrow,0
