,text,labels
112,Excellent thanks She let us sleep for over 3 hours in a row last night She s sleeping right now so I am about to shower,4
113,haha she will put my heels to shame,0
114,for some reason the feed for the cast doesn t work,0
115,Yeah I think you re right about that one,4
116,heyyy girl havent tweeted u all week hope all is well with you,4
117,nevermind the sms cost i am simply not able 2 register on twitter I tried it thrice still my mobile on twitter doesnt work,0
118,And here I was thinking I d matured today,4
119,IT S BACK Ressurected from it s watery grave the laptop which has been a pain since i got it won t die I was hoping for a new one,0
120,Yup it s a cold Good ol Canadian summer cold Ugh,0
121,carter I would be so happy if I got a shout out esp since I was so excited to see him in AZ but it didn t happen,0
122,HAPPY THREE YEAR ANNIVERSARY thank you so much for a wonderful three years,4
123,I DMed Sher last week but have not heard back yet Thanks for the reminder,4
124,Hello I need sleep And coffee,0
125,thanks Jessica you too quit yet,4
126,I know But he still babbles like crazy so still baby like I keep asking him to stay a baby forever and he just nods his head,0
127,Back work migraine lingering Can t wait for the weekend,0
128,good nite at hess last nite,4
129,My son jsut brought me a glass of Sangria gotta love that kid,4
130,lol her toe thumb,0
131,And of course we remember The Four Aces,4
132,I don t think you need to worry about that sam You probably look good anyways,4
133,Oh that s too bad Do you just get sick when there s too much heat I do,0
134,i just moved into a brand new condo and would like some ideas on how to decorate using plants and flowers,4
135,Could ve done with a commentary Could only find Chinese and Spanish streams working today,0
136,eu fiz isso,4
137,was able to create an iTunes acct but can no longer redeem the Kris Allen album note said it got canceled,0
138,At school Chiilllin in Classs Wanna Be Outsidee,0
139,yeah when you start reaching your early mid 20s,0
140,Dollzone orders for the LAST half of March should be here about June 17th Still so delayed,0
141,I have to say I find it very hard selling on etsy sometimes discouraging,0
142,Summerside Yacht Club in S side PEI where I m from originally Until my parents sold our home to strangers amp moved to TO Mew,0
143,Watching snow patrol sipping a beer Life s good,4
144,my girlies amp r leavin me today Vanessa I ll c u when u r black I mean back and Reese I ll c u Sunday,0
145,would rather be spending time with his ECLR peeps I don t want to go to work today,0
146,So sad for all the Australian blockheads Wonder if that means will be playing in Calgary Any word yet,0
147,here we go again and its always around the same time too adufsgfa,0
148,getting songs together with my band girlie kay yay,4
149,ahhh the wise words of Chris Rock I forever say that,4
150,happy birthday tetris now off to work again how am i ever going to get better if i am so busy like this,4
151,Twitter is working like normal now YAY,4
152,O thats not gooood hope you feel better tifff,0
153,hey Donna Yup we ve got tickets so just keep listening for your chance to score a pair,4
154,the link didnt work,0
155,All in all the transition for the iphone os 3 went rather smoothly Now where is our push notification,0
156,shut up you meanie lol wannabe fail fine,0
157,Hours upon hours of gaming to reach desired level Wrists ache Eyes crossing Every fibre of my body cries out for a very hot bath,4
158,iPhone 3 0 needs to work my phone is weird This back up restore had best work I was forced to restore update it iphone,0
159,Every time I see you ve posted to your blog I think quot Yay Something new in the fishbowl quot I m easily amused,4
160,isn t sure how much she will use this blocked at work,0
161,And with that I m letting go of my sour grapes,4
162,i m watching too many things at the same time it s hard picking only one show to watch a night working totally blows,0
163,oops forgot your sister was listening in have a superb weekend as well,4
164,1 hour and 10 minutes left of course I have to work in the morning so I cant go out tonight,0
165,There was too much weekend traffic to speed so the urges brought on by the album went unrealized,4
166,TheMovie gritty and realistic Did I win,4
167,mondays agenda last class final of the semester work sorority meeting happy hour,4
168,Thanks for the invite to swim We ll have to schedule a swim date Or we could try spontaneously showing up if we knew where,4
169,We should be getting excited about race weekend at the Canadian Grand Prix Montreal is hurting as are millions of race fans So sad,0
170,i haven t heard the whole thing either but quot beautiful mess quot quot lucky quot amp quot details in the fabric quot are awesome,4
171,don t you hate how everything has a cliche listen to you mind not your heart always leads to lost something you can t replace,0
172,yes it will be a very long weekend Lots of work to catch up on I hope you have a wonderful one,4
173,she heard that lol,4
174,No rants this morning,0
175,Summer track of 2OO9 SUMMER GIRLS STEREOS lt 3 continue buying the single on Itunes and keep them at 1,4
176,and I am quot The Poor quot,0
177,Thank you for the bbm your secret is safe w me simple,4
178,ok I will let you know,4
179,your daughter is BEAUTIFUL Thanks 4 sharing,4
180,Yay Thanks so much Brooke Yes rocks Sweet dreams lt 3,4
181,Great post on logo design I can relate to much that is said Been there done that,4
182,I absolutely love your pic Kirstie Ur a real beauty,4
183,they all are Lol bad attitude i 2 hav i know Lol yes u ll B ok I know u will im srry it didnt wrk out Big Hug,0
184,It s not worth it Don t bother,0
185,I love lazy Sundays like that,4
186,What Worst night How come Thought all was cool when I left Vern s,0
187,I ve had every kind of beer but I d still LOVE to go to Porterhouse,4
188,Sooo excited I m totally doing the photos for Dancing with the Local Stars,4
189,There was no picture to your link,0
190,Gonna go swimming well more like sit on the steps of the pool and read Still feeling too crappy for any phsyical activity,0
191,Has Hiccups and coughs again,0
192,do it on the show Anything for ratings,4
193,now even our local beerrly in woe of strike due 2 labour woes well not much on me,0
194,my body hurts but i cant get to sleep also where are my bottle opener bracelet and cardigan,0
195,I agree Our undergrads don t wear gloves but many grad students seem to,0
196,Off to work see you world again at 930,0
197,it s your lazy monday enjoy,4
198,I soooo wish I could see it let me know when its online Can t wait xo,0
199,I would LOVE to keep using it but it needs to be customizable or else the feedback is not all that applicable to me,0
200,Just had to give up tix to Coldplay due to the wedding so sad you have no idea,0
201,Hm sorry I though I was following you already,4
202,I ll hunt through my research notes today then and send them tonight,4
203,I ve got C J Cherryh s new hardcover book Regenesis Yay Can t read till done Weekday wordathon so keeps me motivated,4
204,Disappointed in my home province Bill 44 passed Thanks for re enforcing the hillbilly stereotype Steady Eddy,0
205,Worked all day then had supper with my handsome boy Now just not having the greatest of nights,0
206,has been hacked by Madds,4
207,Seeing reports that Farrah Fawcett has died She was my favourite Charlie s Angel RIP,0
208,And seriously not sleepy for some reason so lame Also nothing good on tv to watch,0
209,I ll keep you posted Lindsey,4
210,O She looks like she s been thru the wars Hope she finds a good home I wish I had more ro,0
211,I know the feeling I wish I got a chance to do that today though,0
212,I don t but I ll gladly make you one Thanks for having me on your list I ll get it to you today Cheers,4
213,I am staring at my computer screen trying to look semi awake Its not working,0
214,lmfao well at least you found meee,4
215,Sitting here sick as a dog oh well what can you do,0
216,Is there going to be a New Brunswick Canada Drive lol I live far far away,0
217,i guess you always find someway to have a good time xoxo even in ohio,4
218,there s a free BBQ and drinks thing at SCHOOL bakery amp cafe today at 6pm you should come for a drink,4
219,coffee with a drummer what a lovely way to start a Sunday,4
220,uuum I know right all these tweets in action are upsetting me just a wee bit damn work,0
221,The Hangover is frigging hilarioussss gone to beddd,4
222,im try for add friends btw,4
223,studying is not working out,0
224,Well you know,4
225,only in body not in sprirt lol,4
226,I m alive and in my hotal room The plane did not crash nor go missing All things considered this makes me happy,4
227,Missing her 5 favourite execs a lot already,0
228,My parents are going to be the death of me So much for fathers day tomorrow,0
229,reznor Congrats I m really happy for you,4
230,It is all fixed now,4
231,because victorians are like mexicans thanks clearly the only logical explanation,4
232,and by that I mean im giving them away i ll save you one,4
233,Oh crap I don t qualify,0
234,rofl did you create the ringtone yourself using the flaw in the system If so my Bill Hicks quot people suck quot tone is in danger,0
235,Thank you very much for followfriday,4
236,you never baked me a pie Such shocking favouritism,0
237,luuuuckyyy I am yet to receive one,0
238,My bubbaloo is not well today He started the day singing now he is sad Poor guy,0
239,Diagnosed with post vacation depression by Dr M Lapar,0
240,problem is that most exciting features was not shown relative assertions events testing and snippets,0
241,Right NOW Madagascar Have always wanted to go A bit tough to get to though So if you will my blank ticket please,4
242,sigh I wish I lived closer I wish they would come back this way again theclosest they are coming is Seattle need a passport,0
243,agreed on the version number You ll see an update,4
244,Im sooo sad I don t get to go to the mmvas My heart is breaking You ll be 45 mins away and I ll feel so helpless,0
245,nice glad you like it is best app aver Love see ya play sometime,4
246,I wanna be a dev But I guess I d have to have a mac first huh,0
247,Mornings who needs em,0
248,My goodness I hurt today Feels like someone was beating my back with a baseball bat,0
249,nah but I had a few drinks at home Next thing I know I m asleep Now I m awake grrr,0
250,That was also in the coffee shop for movie quot Zack amp Miri make a porno quot,4
251,hmm i typed that under the trendy topic dont use twitter and it didnt show there i winder why,0
252,iam stuffed went out for supper with my mom next time im gettin a half portion of pasta,4
253,Check out my New Photoshop Stack Effect Plugin actions This is a whole new action pack made by me with 5 plugins,4
254,You can still follow me though I can t stop you doing that,4
255,YourNews Detroit 4 position ranks in the top 1 million websites in the US good news,4
256,I already miss Sean I hate money and work,0
257,hi gir u following whole tour I wish I could do that I will live through you,4
258,Lunch for one at Swiss Chalet Lonely yes but delicious Also yes,4
259,Thanks for the heads up,4
260,In a world where war amp deliberate acts of hate take lives accidents can seem also more cruel,0
261,Cool What concert are you going to HAVE FUN You must love concerts a whole lot lol,4
262,follow my boy the one the only,4
263,still no picture for me,0
264,oshawa we have a mutual friend Luther Mallory,4
265,the connection seems its broken Awts,0
266,right now i feel like I should be boiled with the chicken add salt to taste,0
267,light sparing today in kickboxing class i like it,4
268,Hey rda2009cla presentation was too large to post sorry From rules to entities cataloguing with RDA live gt,0
269,Hey girl I loved meeting you guys too Great seeing you on here too,4
270,Hello World,4
271,Hello everyone I m sorry about yesterday all my updates kept disappearing,0
272,move to van it s beauty here Or at the very least come visit,4
273,What s this about now,4
274,karl wolf in concert in Brockvill ON great show,4
275,Off to do some work,0
276,friday lunch time fun taste test between roti from Gandhi Roti vs Ackee Tree now to get the coworkers on board,4
277,always makes me SMILE with heartcakes,4
278,hate my life hate coming home,0
279,I just googled It s on june 21st Phew,4
280,This is just a fun game to pass some time There s actually a good number of songs with workmanship in CCLI,4
281,just got the dreaded call from babysitter little H has bumped her head Sitter says she s fine and goose egg is going down fast,0
282,How are you this evening I m getting ready to watch the Pittsburg beat the WINGS Have your self a pleasant night,4
283,The Joys of Motherhood in Hawaii Mommy fun time,4
284,quot Eating papaya seeds hoping it alleviates my bellyache quot And they are delicious too,4
285,really really sick gone to the hospital,0
286,My arm hurts,0
287,iss listening to summer girls,4
288,Heeey Mitchel I m a fan and you re great on HM peace Alice Nova Scotia Canada,4
289,It is goin to be a hot one but i love it,4
290,homework,0
291,sooo much homework,0
292,All of my buddy lists seem so emo,0
293,you see you like you try you fail meanwhile i see i like i want i get not lol well sometimes,4
294,Sounds delish I assume this has to do with a certain pastry chef,4
295,Sex is out of quot you think you can dance quot,0
296,Toshiro and Orihime oh how I love bleach on squiby lt 3,4
297,because,4
298,Care to share details,4
299,Unfortunately I seem to be really painfully allergic to at least one of the new kids My eyes were swollen half shut this morning,0
300,hope you feel better Nora I send you virtual chicken soup,0
301,Hope you re bringing fur long johns a parka and a touque,4
302,is tierd man thats how you spell it right my puddy cat caught a bird,0
303,look at them n its fuckin brutal cuz jimmy is probly gone now so it really hurts,0
304,TV Just read a rumour online that CBS might not pick up the third season of the show How true,0
305,Henrie Hahah I don t think their gunna come back Datsuyk has completely rejuvinated the Wings,0
306,Aaaargh Family What a weekend crazy weather and crazy sister I know there are few men that are worthy You ll see,4
307,FollowFriday is a gift to everyone who reads Her Tweets are as terrific as her You ll LOVE her,4
308,emedia No such thing you wait,4
309,playing quot Walk this way quot,4
310,its series premire and not here in canada,0
311,yeah i read that but i didn t want to reply and disturb you those books are excellent and you lose yourself in them,4
312,friggin better sometimes private texts aren t enough And the wtf at having to wait like a week for my jeans to come in stock,0
313,Following CNN today sad day,0
314,never went back to sleep Booo,0
315,And I ll be there,4
316,Woke up can t sleep want to read but have to be up at 6 What to do I m hating this working thing already haha,0
317,Lots of bugs going round just making it up amp about from a bad bout of stomach virus,0
318,Not a heck of a lot m dear And your fine self,4
319,you too sweetheart hope to catch you later on air,4
320,dang I suck my first guest was thunder it s ok first week of august I ll be home again and I ll be headin to my beloved DL,0
321,Packing stays in for another day,0
322,I think did pass out but you do look awesome tonight but it is my bedtime workskee tomorrow lt 3,0
323,Thx Dave Hey if U put a pillow under your head in your avatar we ll know when we re boring U,4
324,i hate being sick go away strep,0
325,It feels good to clean the place in which you live My surroundings are looking better and my inner being feels refreshed too,4
326,Why is it that watching steamy love scenes in movies makes me feel so lonely,0
327,Thanks for the FollowFriday,4
328,Glenna is bored but glad that it is a beautiful day Macy went swimming and Kris played golf while I sat at home waiting for them,0
329,yes btw how did you know I was a lush we ve never met in RL,0
330,color for notoconass should be brown we ve all been pooped,4
331,Same I m super tired but I must tweet more Bloody crack laden site,0
332,Project SWAP is tonight and Its a rainin,0
333,I m a really sad panda and now I really just want to go home,0
334,Hey out there in Twitter World,4
335,Is getting things done Man it feels good to purge,4
336,I feel like I ve been punched in the eye it hoitz,0
337,mmm starbucks and other things with,4
338,i love that song too,4
339,Ahhh summer on the horizon,4
340,oh thats sad are you going to the funeral this weekend,0
341,jo ba agreed would like to switch it up once in a while but the world s best dessert is vanilla ice cream with caramel sauce,4
342,still need to pack for VA and i have work in abt 2 hrs ughhh,0
343,fuck you school im not coming tomorrow,4
344,What a beautiful loving family Thanks for sharing this special moment with us,4
345,lol that video was part of our nightly every night we watch these videos summer tradition,0
346,Let s see if this becomes news then she did the right thing or perhaps a smart thing,4
347,IM me,4
348,this is a contest you jerk You ve met her before I haven t,0
349,lol good,4
350,if i were still home id be part of that canada mentioned poor me but hey at least i got to see you last weekend,0
351,T shirt it is,4
352,Hahah I wont and plus i love the rip offs Btw would you like something from this side of the planet,4
353,I need to do some yoga or something I ve been so stressed out,0
354,just writing songs on my myspace updates ya ll know how i do man i wana make it but often times i doubt my own talent,0
355,off to work for four hours,4
356,My allergies are really bad this morning I ve got the sniffles,0
357,yeah I hear ya His wife tweeted me once but no matter at least I finally got the email correct thanks to you,4
358,taught myself a song on the piano and guitar today,4
359,Have to say not impressed with speed of service from Casa Mia A double latte should not take 13 minutes or more to make,0
360,Wouldn t change a thing well maybe putting on sunblock before heading to the Coliseum mad burns,0
361,Hi Who sings Birthday Sex And are you having a great weekend,4
362,So far so good The sun is shining there s a nice breeze and I ve got coffee doesn t get much better than that,4
363,Thanks now can we come visit Cheers D,4
364,feel better soon There are still plenty of riding left,4
365,LadyOo holidays enjoy that miss,4
366,Tor was super cranky Jack has fever just got out of bath Liv still awake I have fever pulled muscle in back amp my crown just fell out,0
367,OMG Noooooo Stupid Firefox It crashed and stole my several hundred word long post,0
368,never thought he d see a Star Trek movie with quot Sabotage quot by the Beastie Boys as part of the soundtrack Growing up in both worlds old,0
369,Yup As in I can t understand why a failure to plan by the PM is my our problem,4
370,Not looking foward to class today im probably gonna fall asleep since I barely got any sleep last night,0
371,Nothing like a bowl of awesome cereal for dinner on a Saturday night Yum,4
372,Just got home Good Lord I spent WAAY too much moneys today,0
373,feels unusually hungover today,0
374,Looks like it s picking up ASOT400,4
375,I would have to say quot My Yard quot,4
376,Seriously I ve already read about seven articles saying it s gonna get the chop,0
377,i hate that i am going to bed at 4 15 and i have to wake up at 7 15 fml goodnight,0
378,Those are pretty groovy But they re 2 door My lil divas would kick the seat something awful causing me major whiplash daily,0
379,OH what happened who is this person how did they get under your skin,0
380,tu If you are passionate about writing you can write for my blog and make money along,4
381,pretty tired as well but so worth it,4
382,It is so rad to be home today Ahh All I have planned is some putzing around and daytime tv Yay,4
383,well thats not very nice,0
384,hey FROM one Sasha to another Sasha LOVE the name kisses,4
385,Hating spam twitter accounts I get an email that someone is following me only to find out they re a spam account,0
386,is going to sleep and Pree good i missed the party with the bestie cuz shes like in the drunk tank massive funny though xD,0
387,Happy about everything,4
388,yeah dude those cars rip Tessa the TL Wrong fucking fender tho Carless till Tuesday guess I can get good and hammered,0
389,home but exney with the phone,0
390,Urgh I am hooked on twitter all over again Please recommend a program to use for the berry twitterberry keeps freezing,0
391,YAY,4
392,HAHAHA Alright Mommy,0
393,Morning everyone even though its pouring cats and dogs outside its going to be a great day,4
394,at work,0
395,I ve already given the teo tellers an evil stair behing my sunglasses all i got left is crossing my arms OHH Im next,4
396,I am back from my weekend getaway Energized for another week bring it on lol,4
397,see my new friend and have a gin and tonic for me,4
398,Oh hey I m back at work,4
399,damn butter pump my arms,0
400,I want a donair,0
401,gah math review is soooo longgg,0
402,Isn t it wonderful when wishes come true,4
403,thansk for the tip,4
404,The play is over No more Hoggsmart That was so fun I wish we could do it again,0
405,planning to take over the world lol jk well to go to S C E N E Fest wootwoot,4
406,Big ice cold beer pitcher free,4
407,had sooo much fun becky s today we might not do the talent show i might get a guitar though a green one amp i got awesome shoes,4
408,Check out the link for more information or tweet me All of you in Vancouver check it out,4
409,eationg oreo cookies and uploading pics,4
410,so sad here i was thinking harry potter came out thius month n i just saw a trailer that said july 15,0
411,why does this half to be the day the day where i cant stop thinking about you,0
412,WOO Adam Lind is a TANK,4
413,oh that sucks,0
414,Stormwind is painful,0
415,my dark cloud of bad luck found me again,0
416,yeah I think I will do the same thing,0
417,If I were not also a while away I would bring you something delicious,0
418,YAY will be back soon I tell me how I m a wack job according to my Tweets YAY,4
419,finished sketching jim morrison sighs,4
420,looking tired and flat last night for sure Could not stop pressure of the Pens in the 2nd SH pressure too big game 5,0
421,rainy Montreal please come back Sun,4
422,lovato rox It wont let me vote either not matter what I change the age to it keeps telling me im unable to,0
423,I am playing wii play find mii,4
424,glad to hear you re feeling better and that i could help keep smiling,4
425,Watching Friends re runs This is the greatest show ever Seen the same episode a million times and can still watch it again,4
426,Now let the fun begin,4
427,primed 50 wooden letters now have to paint them all going to be a long arse night,0
428,donate to my cancer cause you cheap bugger,4
429,Everything is out of stock can t order anything,0
430,One week from today I will be with Jimmy imu,0
431,packed weekend,4
432,Was the bag yours from the beginning,4
433,is happy it is weekend a little break for the Drama kmt but studying sigh but get to sleep late P,4
434,I love I m a Celebrity I want Holly Montag to kick John Salley s ass Too bad it didn t happen Sanjaya s lonely again,0
435,They provide the glasses At least they do up here And I have 4 pair now,4
436,theres a difference between obsession and paying attention please learn that kthanks,4
437,Want to sleep Foot hurts ice isn t helping Stinging foot does not make for a nice comfy relaxing sleep This is so fricken annoying,0
438,Long distance is teh sucks,0
439,work at walmart mcd s 1130 6 then off tomorrow can t wait till this wave of depression lifts feeling like crap,0
440,Umm I think six or seven If you can think of any I would love to hear them,4
441,you re right I m in,4
442,shower pizza then SNL,4
443,Reading a book on Buddha,4
444,What a bummer,0
445,Praise Jesus no injuries tonight No at bats either I missed a ball in cf playing too deep Anyway softball season here I come,0
446,i hate it when people say the word love too manytimes it tends to loose its meaning very annoying i must say,0
447,good that the festival is on too bad that you guys won t be there though,0
448,Agreed Is bell doing the same thing that Telus is doing If so we will have to wait until January,0
449,Seriously Now show me that dimple Congrats though that looks like a swell blog,4
450,ooooo suddenly have selective reading We were discussing your traumatic experience and oooo never mind,4
451,in bed with my boo loving him,4
452,Sorry all hoping for destruction but it looks like the Alien has died Poor brown Alien,0
453,MOORE oh poor Julie need to drink tons more water before bed luv it makes them go away and not come back,0
454,thankfully all my prayers proved fruitful Good luck barry at citech n we LFC not been active as yet in the market FOOTBALL LFC,0
455,I do and I m gonna fiddle around with the ports tomorrow morning when I m less tired Thanks,4
456,Didn t sleep so well last night Kept waking up from nightmares covered in sweat What s going onnn,0
457,It really was perfect I think next year it might be worth doing an extra lap or two,4
458,Up north with Summer on a sick ass road trip back to the bumbo clot tmrw,0
459,testing out liveblogging for the conference See what can do,4
460,Go to a family meal in 1 hour I ll cheer up my grandpa,4
461,So sick Not impressed,0
462,So are u gonna be mingling at the Memphis show with these dreamers Cause i wanna get a pic with u,4
463,bury weatherfail BIGTIME Wearing winter wooly sweater,0
464,Welcome,4
465,yeh I know it was meant for her but I Bren looking too,0
466,i like the Frank say hi to momz for me,4
467,awww hope he s okay,0
468,that guy is so cute no way i am gonna get it from him let him enjoy it,4
469,yes please Appreciate it See you then,4
470,it s increases your chances of turning red tho O combined with your fanta orange I d say your in trouble,0
471,reallllyyyyy wish i didn t have to go to work today,0
472,killer track love the hives,4
473,How does one restore the quot All Tweets quot default column in TweetDeck I closed it and regret doing so now,0
474,going downstairs to run on the treadmill and watch BT stupid rain tho,4
475,Trying to get caught up on everything from this past week Wow one busy week sure throws off the schedule,0
476,At the Mariana s Trench concert,4
477,Goooooood Morning Is it friday yet oh lawd get me through the week,0
478,My eyes are swollen this morning,0
479,sorry been so busy I haven t had time to tweet We have cole and mya picked now it s waiting to find out what baby is,0
480,J attends l assistance routi re Crevaison Won t be able to go,0
481,Should you be off doing a poor job of quot Activing parenting quot and not bad mouthing me,4
482,awww i understand lol,0
483,Want to be desigining in the sunon my day off Instead it s ranining and I m in the basement away from human contact I need a drink r,0
484,Hope Snow White and Cinderella can sleep through Daddy s magical car horn,4
485,LOL GURL It s good that I m not alone,0
486,I still feel you when you sleep next to me I wish I could feel that,0
487,at Trevors with the grad crew swimming,4
488,good combo Food shower champagne,4
489,For those tuned in The robin nest situation has been deemed terminated Local cat killed the mother robin I just disposed the nest,0
490,Watched Adaptation Interiors and The Women 1939 All in all good movie night Breakfast with dad and kelley in the morning,4
491,Hey that Cherry Coke less rock is big enough to include most of Canada We never get the good spinoff flavours it sucks,0
492,CrC well i found out i don t have strep throat today but still feeling crappy that s been my day so far,0
493,Hello,4
494,Serious,0
495,My anticipated meet up with Tapan Parikh is no more apparently he wont pass by Nairobi and will head straight from Mombasa,0
496,Party s over Clean up time,0
497,Beautiful day for cleaning indoors,0
498,bleh my text didn t send and I only realized it now at 2am so I hope you had a good night,4
499,I left I Mine in the hotel what s your gate I m 73,0
500,bored at work,0
501,I m not sure that s the 2nd monitor s fault,4
502,Congrats on the two essays Keep up the hard work,4
503,I think you should stay make me a happy girl,0
