,text,labels
44,sad part im not going to cry tears,0
45,Want to sleep but louis has other ideas sadly he s been so good resently as well,0
46,Packed most of my shit just need to pack my odds and ends awwk gotta leave my babies for another three days,0
47,Has a nasty chest infection havent eaten or smoked in 48 hours Antibiotics had better kick in soon,0
48,Uh ohs am horribly ill This is bad for evening plans,0
49,You rotter Now spending week off examining fine art instead of painting my house,4
50,Oh btw I m so hungry can t wait till tomorrow morning so I can have my breakfast hahah x,0
51,is still waiting to know the UK time of the OS 3 0 release,0
52,doesn t look a day over 5,4
53,Aniya666 yours wasn t there,0
54,Hey Jared How are you doing,4
55,So I tried to have an ealyish night but now I can t sleep,0
56,Good morning tweeters What a beautiful day,4
57,how s things up north Hopefully better than down south,0
58,yes it is eh and hard too,0
59,major rainage today proper pissed me off we couldnt get the covers on in time wet pitch as usual,0
60,Working in the office today Off to get the new Depeche Mode album at lunchtime Yes I could download it but the CD s a backup,4
61,Mummy hello Annie x What s the dillyo this evening,4
62,bit short of spare play capacity at the moment but I ll follow your progress with interest,4
63,am on gig come down now roll on Oct thanks 4 the shows things have been rough this past yr amp its nice 2 lose myself 4 few hrs xx,0
64,Brilliant will def have to muster up the pennies for that Agree with you on Cowell his one man Dickens show was incredible,4
65,yes poor kimi he s have a crap year as it is without wishing more bad luck on the fella,0
66,Bonjour ava Off for many meetings this morning I think I ve left it too late to go and get some pain au chocolat,0
67,You re not going to believe it I actually AM wearing tie dye albeit a grey black one I saw it in amp went YESSSSS hahaha,4
68,Excellent day but slightly sunburnt and left my jacket on the train Went to look when the train came back but it was gone,0
69,hoping to sleep on this warm night a week of marking awaits duh lol,4
70,Blahhhh ill nott funn missedd day of gossip ill still come out saturdayy thoo for bbq and boystalkingg lol with emma and da gangg,0
71,amp well excited Some how I m at the london premiere tonight save us a seat,4
72,Woke up with a raging sore throat Great family BBQ yesterday more decorating today,0
73,Am going tonight for my final show of the tour then the long wait for the DVD,0
74,p s i hope Federer wins the tennis today let s face it the guy needs it,4
75,is om her way to ibiza on wednesday cannot wait,4
76,going back to college,0
77,is at work staring at her phone cz she is bored and no one is texting her,0
78,at frenzy who else is here,4
79,Lol that s sweet I bought tickets last year amp amp my PartnerInCrime flaked so I didn t end up going but this FOR SURE,0
80,Best people in the world Lucy,4
81,learned the hard way to pump my breaks and drive slow but I learned non the less,0
82,Seems to be rainy everywhere,0
83,Anyone elses match just switch to the New Zealand game on BBC3,0
84,LOL awww but surely you re allowed one IE me I m the non fattening version,4
85,Looks like we will have a guest for the Nintendo SN podcast,4
86,Is sat in the garden with cider smokes music amp is Reading the news on her iPhone,4
87,gaba Prt Screen take the screenshot of only the visible area I wanted to take the long shot of whole web page,4
88,I m almost ready with my article about spirituality I was feeling very inspired as I wrote this,4
89,i am so jealous do you still have to go to college Cuz my college makes us start a2 work for 4 weeks,0
90,S Hey no worries Sometimes the remedy you just gave is exactly what you need to do just breathe deep and sleep Cheers mate,4
91,England loves you Demi can t wait till you are over here you are AMAZING June 15th with JB going to be awesome,4
92,I saw that Bad girl pets her,4
93,Great gig today and we just heard we are Number One on the Unsigned Chart Show Thanks for your votes,4
94,Need to get Matthew Rhys on Twitter too I heart Kevin,4
95,I m dying I feel so crap,0
96,Stood up on a Sat night fail if I find out they are staying in and watching bgt will be even worse Grrrr,0
97,How rubbish,0
98,haha u talked too much too x,4
99,your day sound as good as mine,0
100,Just finished 2 custom orders,4
101,Stupid alarm didn t go off and I m now VERY late,0
102,glad to hear it,4
103,looking forward to enjoying some of it later but work to do first Bah gotta pay the bills though,4
104,did you have a great time away x,4
105,thanks for the feedback everyone,4
106,lol I can feel an openspacecode session being born,4
107,so work out before it gets to hot then eat s and beer then sleep,4
108,I am going to miss pit,0
109,Can t wait I know MJ doesn t die though it sounds scary though,0
110,im just a pure wuss when it comes to it I just curl up and hope it goes away,0
111,Just after 7 am i slept for 7 hours so i slept the normal amount lol 2days plans r homework how sad Lol x,0
112,On my way to see a woman at pertemps So looking forward to it I can hardly contain my excitement,0
113,good idea i ll do that,4
114,mysql problems grrr head hurts,0
115,just woken up for a short scary moment thought I d missed the school bus but its a saturday,4
116,um DM syntax don t work,0
117,found a cute skirt yesterday with clara aaaand based on the announcement i got 50 55 60 00,4
118,oown Debbie you re so cute we love you too and i think that you should come to brazil sometime,4
119,In A Box Haha I m a blip a few here I have to get credits,4
120,time for sleep shopping tomorrow for 80 s partyyy,4
121,hungry too much typing today and it is only 12,0
122,Picture wont load O,0
123,welcome tis the truth,4
124,depends who else is in the meeting apparently not acceptable probably wouldn t be for me either,0
125,ra Im just about to start my maths now,4
126,gutted about the B of the Bang,0
127,reading the sunday supplements i know its monday stfu Times Culture says Fleet Foxes at Glasto will be highlight of summer want,0
128,oh wow nothing less than fun fun fun with the capital F,4
129,Will have to bookmark Google Translate then,4
130,And I definitely intend on downloading your single user version and reviewing it as a system on its own merits,4
131,Watching qvc for ghd hair styling tips,4
132,There s nowhere for me to watch Oz,0
133,seriously hearts ATS,4
134,lool because i m algerian too,4
135,Just heard about the french plane hope the best for them In other news next stop for me is UK at 5am BST TTFN,0
136,thanks dude can you dm him with it he will love you long time,4
137,oh god they ve changed the control panel along the bottom and now im gonna have to get used to the new control panel,0
138,I swear all my taste in music does is prove my age Still struggling with RP concentration issues No solo words since Thurs,0
139,how do yas do it so green,0
140,I d be waiting for Planet CCRMA to catch up anyway,4
141,i miss the way he talk to me on the phone he drive the car he smoke he laugh and many many things I can t find in this hell,0
142,darn i missed my 250th tweet,0
143,Only you are to blame You sleep a lot don t you Tell me of this podcast x,4
144,says the girl who has neither,0
145,lol I do And all the people who just didn t get the joke Geek Goddess status hmm not sure about that,4
146,Gonna be late getting to work but only because a woman was giving birth on the tube ahead can t complain her day has started a lot worse,4
147,They have,0
148,a plantronics one on amazon is prob your best bet Great news about the job,4
149,I had to put a lot of makeup on so a lot of mad scrubbing,0
150,Couldn t sleep last night couldn t drag myself outta bed this morning really need to tidy up before I leave but don t wanna move,0
151,Will do my best to help,4
152,yes dear I miiiight be able to make a project out of it actually Your Twitterpic will be used,4
153,It makes me kinda sad,0
154,Been making Christmas cards today In retaliation for there having been too much sunshine lately,4
155,ahh the news Congratulations looking forward to reading it,4
156,LoneWolf correct,4
157,my neighbour failed to sign for it Can t have it delivered to work so gotta have it delivered on my day off gt lt,0
158,oki doki headin for a few z s before my head explodes nighty night all c ya tomorro after ive soakd up some sun,0
159,Why you not on AIM anymore,0
160,Morning tweeps another beautiful day in the uk Got to work and not happy I like my job but wish it was a 5 days a week one,0
161,Not aching too bad this morning just very tired Cat not on any special diet just going to feed the fat bastard less,0
162,morning jo wow boyzone ey p lol nice nice i can sing like ronan keating specially quot when you say nothing at all quot lol,4
163,missed my aerobics class yesterday just remembered the wrestler was awesome though,0
164,Well all the acts have just performed but all I hear and read are negative comments about Susan People are so judgemental,0
165,they are all outside or very well lit areas the camera is PDG outside but inside not so much,0
166,PINK trafalgar square aaaaamazing but why did i miss it AGAIN,0
167,He s great He s been enjoying the nice weather here He s at school at the moment he finishes for summer in a few weeks,4
168,Right time to go to this meeting off to debate things for a few hours and do no actual work laters,0
169,I was in a bad patch too recently I just don t understand why my trich comes and goes worse sometimes Do you,0
170,Sure I ll let you know Want to organise some folders before I go,4
171,Smith oh thank you v much I ve just had some toast and waiting to see what happens is your cold any better,0
172,Im still waiting for my Phone x,0
173,I feel spectacularly ill Feels like my stomach is trying to explode and I ve got the shakes Can t sleep either,0
174,Sam Sparro Black amp Gold Aww I miss you Sam the vid is fierce though lt 3,0
175,Thanks hun How re you,4
176,fat,4
177,ahhhh tut tut Not to worry it s still worth watching Not as much totty this year tho,0
178,just made this wow looks really cool,4
179,I am lost Please help me find a good home,0
180,on train with a 30 minute wait at Gatwick and a wait almost as long at Reading i could have stayed in bed another hour,0
181,s wondered when you might join in here How s life in SF and mountain view Been to any pirate supply stores recently,4
182,is watching the hills,4
183,Hooray What are you up to these days You were always my fave member of V,4
184,eeek induction day,0
185,I heard a little half hour program about that the other day very cool to see the compilation,4
186,ah nothing i d been bored the whole day with nothing to do sadly what about you,0
187,No text goes the phone xxxx,0
188,don t feel well UCAS website is giving me a headache,0
189,off to study i have my last exam tomorrow and then vacations for 3 months,4
190,Hehe its hardly secret just the other end of the beach by the sailing club but shhh it was dead quiet yday,4
191,No plans as of yet Just gonna relax hopefully,4
192,Eating at Pho vietnamese restaurant Yumm eating hicken ad prawn stir fry Yummm aain,4
193,i need to write really bad can someone go get my diary from my flat for me,0
194,having a cigarette with some campari on ice out the back porch with some damn fine weather doesnt get much better then this,4
195,Why don t I have a garden yet,0
196,actually too scared to go to someone else i only trust her,4
197,the infrequency makes it all the more exciting,4
198,Ihate the fact that sandles and socks are not a gd fashion statement stupid injured foot,0
199,they must come from round my way,4
200,Took one of the cats Kipling to the vet this morning to have a wobbly tooth removed Gonna be worrying about him all morning,0
201,Marjani Satrapi s Persepolis is really good Also Maus by Art Spiegelman Both realistic memoirs rather than fantasy,4
202,if it had been a week earlier I would have participated I want a little tshirt Let s do our own cobras next friday,0
203,lots of moaning tweeters lately CHEER UP,4
204,Will do m love Didn t ask first time around as didn t want to waste your time We know we can waste Charli s Thanks for today,4
205,It happens to me loads If you reply my ID is ramdomthoughts NOT randomthoughts I spell it wrong deliberately,4
206,Just withdrew from the logo contest stupid copyright laws,0
207,Oh ASOS please don t send me Style Updates with items like this gt I m all distracted by pretty sequins now,0
208,at the slugs getting the first strawberry My strawberry plants are still tiny for some reason,0
209,klkl Paula went 2 c it last nite ohhh sounds fun I remember doing that last yr lol Xx,4
210,i think i might just buy the sims 3 after my exams as a treat cba with waiting it to download cuz my internets broken,0
211,no Klingons though,0
212,cheating most probs,0
213,Just bought quot Fairytale quot off iTunes If anyone knows where I can buy quot Foolin quot from lemme know I want that track,4
214,off to the gym the final gym session before Barbados 6 months of killing myself worth it YES difference in body none,0
215,Had an amazing Beltane with the family Stayed up til dawn working with the new energy true divine magic Loved feedin the lamas too,4
216,anke All ages Anke,0
217,I thought as much Shame really twas a good piece Looking forward to the real thing though it s on the must have list with MW2,0
218,You ve been saving those up haven t you,4
219,jean have fun with Scary this weekend I wish I could join u guys xoxo,0
220,am on my brand new dsi on the web browserwhich is awesome but unfortunately it conks out when using facebook,0
221,Bonus musicmonday Back to the 90s with my all time favorite song Babylon Zoo s Spaceman spotify track 0uQcP7QVoLvaFsORsdrgNh lt 3 Jas,4
222,Wow I m tired today overslept quite a lot,0
223,WBN You enjoy foursomes I know it s a good tactical and psychological game but it s only half a round,4
224,Still waiting for o2 to activate MMS,0
225,Does anyone kno how to fix computers If soo plz help mines u can soo come n fix it I m desperate,0
226,Hello I love this mighty cheesy little film about the importance of neutering,4
227,ok mate thanks,4
228,I didn t hate Day of the Dead 08 It s passable I have a soft spot for Steve Miner so sue me,4
229,Sounds an interesting request being a pygmy goat owner myself would be interested in the results,4
230,m that s an awesome series I m missing the last dvd thought,0
231,Yay for coffee Coffee makes the Sarah happy Happy Sarah s don t kill people TGIF Everyone,4
232,been a while but still bummed out about Maharishi amp DPMhi,0
233,looking for an underfloor safe that s fireproof for data u think it exists not so far,0
234,KYA I heard that they were difficult so I decided to try it Managed five,0
235,Is off to Saffa land tonite,0
236,rt f1 oh no felipe baby,0
237,thanks to and for a great day yesterday Feel bad for not playing Divine Comedy in evening Sorry,0
238,dan i gotta ask you why do they call you jeezi now kick ass gig on friday i offically cannot move my neck x,4
239,Is at work ALL weekend but is pleased he has finally got his holiday days ok d for next weekend Bring on St Ives I gt,0
240,eating ice cream,4
241,does not appreciate having a stalker It s scary,0
242,you can still make last orders if you run,0
243,Goddamit there s an accident on the moterway but its sunny,4
244,lmao Actually my wife Steph would say the same about me she hasnt caved yet lol,4
245,save me some i ll be your best friend for life,4
246,ill make a brew at the break,4
247,broke my picture,0
248,wondering when or if i will ever get the chanc to speak to team demi amp selina,4
249,baby nothing really gonna go have a shower soon i love you xxx,4
250,Not to worry noone got that one Next question starts in 1 minute get your thinking caps on,4
251,Angel scares me Davina,0
252,holy crap the car in spymaster went from 330K amp 890 to 220K amp 550 now its 470K and 100 with another car at 6 3M amp 500 so no cool,0
253,Oh sorry I ve given it away They re giving them out tomorrow as well though,4
254,The people who rush to yr aid when you fall flat on yr arse in the street are laughing at you Found this out so you don t have to,0
255,ayase gah no beta key here ragequitsTwitter,0
256,sorry I couldnt be better help,0
257,this was good advice,4
258,hope everyone is having a brill may bank holiday weekend looks like a nice day outside bbq anyone i know my fam r havin 1 later,0
259,Mina 4th in junior and she has no coat so really pleased Lucien got binned again poor wigwam,0
260,Cat At least they stay small when fully grown Don t talk back don t give you get hairs but their dodo s smell the same,0
261,Morning Tweeps what a beautiful day to be working indoors Ants quest for petrol begins in 40mins,0
262,I reckon we need to invent Twitcorn,4
263,thanks I m feeling sorry for myself,0
264,Meeting with all department,0
265,well not so often I get to talk to someone whose book I have in my library R,4
266,hey gorgeous I like the new shizz maybe see you around town sometime follow me,4
267,oh and good luck in your show,4
268,Okie dokie I might see how this week goes with boredom i may end up going for a day out anyways lol,4
269,beautiful caramelised onion soup for lunch,4
270,U said last wk that u were going to do the tkt comp differently this week Still no evening comp has been done 4 us workers,0
271,Yep definitely the best ride there shame it has to go back up an incline half way around otherwise some nice G forces,4
272,Out in the sunshine feeling a little better Come on you sun tan Lol,4
273,I NEED NEW SONGS recommend some to me please,4
274,Wish it was sunny here,0
275,WISHIN THATS ONE PERSON COULD SAY ITS GOING 2 BE OK SUGAR FEELIN LOW RITE NOW,0
276,Thanks I m about to start drinking mine now,4
277,I finished WHB and bathroom Phew House feels nice again flylady DH is cooking low fat curry,4
278,Taking Tim to the glen for some last minute shopping then off to the farewell bus,0
279,back to the xslt i think,0
280,tell me about it I m so glad I get lovely dreams about our boys when I sleep too,4
281,Sgoluppi Wishing you good working Can t wait to see what you ve written,4
282,mmmmmmmm mee to,4
283,ouch i stood on a long pin it was straight up into my foot And i blew up the wall paper steamer woops It s not even mine,0
284,olsen I ve seen it It s pretty interesting,4
285,Found some Blu tac to put it up,4
286,Rockband song of the moment Cranberries Linger Not sure why tho,4
287,Don t please don t tweet about food I m so hungry and my pizza has just started cooking,0
288,still getting activation error looks like it s just me without the update,0
289,unfortunetly i dont i really dont get some people anymore they always turn into the person they promised they wouldnt,0
290,See I thought ST wasn t bad myself Agree with you about Stargate though,4
291,Off to broadwaymarket for cheese tapinade and that kind of thing Hiring canoes later with probably Should be a fun day,4
292,Good Luck you ve probably missed this,0
293,Too hot and energyless Also laughing at herself on s behalf,4
294,shines92 fangirl squee,4
295,Express but buy tickets online in advance to get discount online carnet gets double discount,4
296,Seesmic Desktop seems pretty good Nice find,4
297,agree Especially when I seem to get all the actions,0
298,Layne I wish I could believe that quote of the day Sounds like wishful thinking,0
299,got it you must be rechargeable,4
300,you poor thing,0
301,New Peep Show in autumn First reason to start wishing away the summer,0
302,Thank you,4
303,Just downloaded the newer Tweetdeck but it s not working Can t get into settings to change my username password,0
304,Is trying to figure how to work this thing out Confused,0
305,but it seems fine now,4
306,bubble bath amp strawberries on a miserable thursday afternoon i think so,4
307,I think I deserve it after such a stressful day,4
308,great,4
309,I d like to dedicate todays folowfriday to and for making me feel so much better,4
310,Twitter is a bit quiet today Anyway it s lunch time yum yum,4
311,Would be ever so grateful for votes on the tweetwall as I am fallin behind,0
312,aww lol he could of picked me up on the way x,4
313,lmao so how s the history revision been treating ya,4
314,Just woke up My coffee maker broke,0
315,Hoorah But zip file link doesn t work We can t wait,0
316,talked my bf into quitting smoking with me,4
317,Very true Thanks for the recommendation,4
318,Like I just tweeted Gamespot are catching up and Xbox own site has a stream too that loads and then nothing,0
319,has just been on ebay n bought sumit 4 sum1 special lol,4
320,loved Vagabond s new songs on thursday,4
321,Wishes he went to corefest I only want to see six FT Ditch but cant get to any shows they do grrrrrrrrrrr,0
322,Early morning weeding today I think before it gets too hot Who d have thought my life would come to this Weeding and birdwatching,4
323,white mocha,4
324,so much for clearing through my to do list I ve spent all my time since on something that wasn t on my to do list to start with,0
325,what did you make me sign up to,0
326,Zomg Just for Laughs is on i m never gonna study,0
327,My inbox is full of goodness today loads of new followers to mcr and a trackback from Techcrunch for the IE6 Bing story too,4
328,No hard feelings and I only unfollow if you unfollow me or send me loads of auto DM s or are abusive so you should be OK,4
329,i think he is then ahaha,4
330,not liking the storms glad I got in before it started,0
331,Pleased it struck a cord BTW you have a new follower called lygmfkpisqxs BLOCK BLOCK BLOCK They re a spammer,4
332,It sounds good but has a metric tonne of calories so I am skipping it today,0
333,just re watched the vid Rob gave a shout out not ddub But still we got attention right infront of our man,0
334,has chem revision test tommorrow ughhhhhh,0
335,On reflection quot shaft quot may have been a little unwise,0
336,been told to take it easy and rest since i appear to have done some proper damage to myself up that mountain ouch,0
337,It s too hot in my office dodgy air con,0
338,make sure you get me soon too please,4
339,aw thanks,4
340,right to bed good niiight and and Gute Nacht,4
341,Can use a short nap now Friday was quite a long day Saturday is gym and my new single,4
342,Black lab been sick for a day now think she s eaten something minging No food for her today poor Rosie,0
343,Morning all Just about to lay in the sun for a while,4
344,crystaldermy can t get this image upload code to work done it a million times before I ll find it I hope,0
345,Going to try and finish watching to Google Wave presentation from Google IP VERY interesting but 1hr 20mins long,0
346,recession Cannes Cannes Lions Entries Sink 20 less is more creative i guess,0
347,I nearly did but my house is surrounded by bushes and trees,4
348,Aww thanks I think my exams went okay Hi to Switzerland from England,4
349,Me you are obviously mistaken im not from dia neida have i gone to anywhere in the east i only know things that you know,4
350,Well I ve now got a little 4 by my name so I guess yes levelling system,4
351,I woulda done But my hayfever was rather bad so going outside wasn t an option lol,0
352,Inc I d like that too as we ve been off for just over a week as well Not looking forward 2 work tomoro,0
353,maybe the dots are your brain cells dying uum IT S SO FREAKING BORING yoooou,4
354,Ooh York s lovely pity about being cooped up in faceless box,0
355,My spies tell me you re in our office,4
356,lol no he doesn t have enough info on his page for me to ID him but i know quot when quot he s from if not who he is,4
357,Wow XboxE3 last night was amazing Two new Halo titles you re spoiling us,4
358,but if someone told you there was sun sea and surf there wouldn t you be a little intrigued I would,4
359,Going to go now 8 out of 10 cats will be on in a minute Bye everyone,4
360,haha and i want i want i wantttt us to all go see taylorrrr x,0
361,nope no picture k,0
362,listening to some blake shelton,4
363,Massive hayfever today listening to the who and doing some drama revision,0
364,I really love the colour coral lately,4
365,I phoned up and checked The rate I m getting for 5 months is too close to my old annual rate but it s all confirmed now,4
366,Hi Sue I will be having work experience with your company this summer I would really recommend Tweetdeck Hope you re well,4
367,awwwwwww i wanna go see mcfly agen cant wait much longer or i ll go insane,0
368,Ah well at least we both got the same wrong answer,4
369,we re having to give our yorkshire terrier away cos he s killed 2 of our chickens we thought he d grow out of it but he hasn t,0
370,is spending the day with andy instead of revising,4
371,yes please I ll look forward to it,4
372,is going to visit the biggest most hugest Lakeland in the world tomorrow Who s jealous,4
373,Is on day off and bored already This is not good,0
374,Mayy U KNO DT sumtimes i gta remind sum gyals dt SKINNY is nt da way forward LOL,4
375,camomile tea to calm me down enlgish revision in one hour i hate exams,0
376,allkiller Wow,4
377,you do cuddlin without killin i could fancy a cuddly sleep too m so tired,0
378,OMG my twitter is bein silly,0
379,That s a very good point,4
380,it s not the 17th in the USA,0
381,I guess so,0
382,I am the proud owner of a blackberry bold,4
383,The coffee machine is in the kitchen just to the left of the sink,4
384,Anyone Know Anything That Sorts Out The Flu Really Fast I Need Help,0
385,my knee is a bit better still hurts,0
386,Well done and congrats on the birth of Harry xx,4
387,Any plans for a new podcast I miss your antics,0
388,WoW I see someone get a cool picture Very nice,4
389,Enjoy yourselves its Follow Friday,4
390,Guys if we get it to 98 Emma will sing live on Radio Calidornia on Sunday,4
391,just made a twitter confused,0
392,The trouble with weekends is that everyone else gets to relax but me,0
393,working 1 til 9 then going for a curry with the girlies,0
394,Yer tacky and annoying and i hope you fall Wait that was mean Okay i take it back,4
395,Heading into Newcastle maybe for some food with and but mainly just to walk talk and read,4
396,Just made myself some pasta it was AWFUL,0
397,had an espresso and it was VERY good,4
398,Morning Maths exam here I come in an hour,0
399,wine tho v expensive out of this world bread bought a ciabatta at least a foot long if not more La dolce vita,4
400,sure gimme a couple of mind to find my charger and I ll be there,4
401,I m fuckin shattered babe god only knows how you feel Quiet night with the demons i fear,0
402,1234 everybody have a good lifeeeee Adam Sarahh Hughzyyyyyyyyy xxxxxxxx,4
403,Its amazing what problems a reboot will fix twidroid all working now,4
404,can i stay with you too i dont feel so good today,0
405,yep they take ages to get comfy try taking then in the sea and then walking in them,4
406,oh goddd please dont tell me thats a blister i can feel coming up on my chest not had those since lanzarote,0
407,Back from seeing a really good duo in the bell amp talbot bridgnorth and now ready for bed Long day tomorrow,0
408,Bugger photobucket bandwidth exceeded All I put on there is silly pics amp stuff for rllmuk The quest for decent picture hosting continues,0
409,am sooo annoyed at myself too much social dj drinking in the last 48 hours has ruined my appetit and am in Italy what a waste,0
410,Agree though I m torn as it makes sense but tweets may be cut short and may lack clarity I for one will remove autos,4
411,LOL D G morning O2 has devastated my need for an iPhone What to do now,0
412,Great its Friday and I am taking my wife to the London Eye then a Boat cruise and then lunch,4
413,anyone see blood sweat and takeways the poor little fish,0
414,Did I admit I m spotty again Well I am I ve not tried the advice of yet Shame on me,0
415,the problem with opening the back door when the weather s this nice is that the house now smells of other people s BBQs hungry now,0
416,well what s it about,4
417,Thanks am looking forward to it,4
418,looking out for freelance projects in Excel to kill time,4
419,Bigger Bag broke jumping onto tube which then trapped my foot Almost lost my flip flop,0
420,This Week PROMOTION Next Week CHAMPIONS,4
421,she will want feeding shortly and a walk so leaving her in peace lol,4
422,lol I saw that before and believed it,0
423,its been ok thanks mainly been catching up with sleep lol,4
424,u deserve it,4
425,Don t realise how much difference a bad seat makes until you get a decent one,4
426,Not such a bad afternoon in the end my estranged primary school best friend who I see sporadically popped in and we has a nice catch up,4
427,Yeah will have to but still enough about me How are you x,0
428,There s nothing wrong with that post,4
429,www tedfordsrestaurant com for those interested whish I was on commission,4
430,so i feel like crap,0
431,no one could accuse you of lacking in enthusiam and commitment you deserve to win for that alone best of luck,4
432,look forward to it,4
433,Is wondering what to do here help me please,4
434,keep practicing,4
435,Thanks I give it another few hours although Im not cranky or hungry which is what I was worried about,4
436,Andrea Is At Home Bored Has Got College Tommorow Bad Times Bad Times,0
437,I got my film developed at asda half of them are just gray And some have a black box on the top half why,0
438,thinks is oh so gorgeous,4
439,oh its multiplatform well thats alright then damn you E3 i ve gotta revise womens rights,4
440,sophielouise yehh got my tickets going early again xx,4
441,Saw V another poor Saw movie please stop making them now please,0
442,loves you,4
443,strange at least i can see when you reply now aha you a takethat fan then,4
444,Relaxing on a Sunday morning croissants going in the oven The off to Glast0nbury for a while,4
445,LOL well I was talking about what your ex friend said and good,4
446,A picture is worth 1000 words your pics have generated several volumes here,4
447,I ll do my best I think the things that break while I m in NYC were going to break anyway,4
448,Starting prepare for projects going live later in week Worried the brown smelly stuff will hit the spinny twirly thing,0
449,I hate getting up early And i hope the sun comes out today I need a recharge,0
450,is tryin 2 working out how to use this twitter thing lol slowly but surely gettin there,4
451,is happy and so proud of herself for keeping true to the heart of music,4
452,Have been bitten with custom blocks before Oh and the LA is apparently about to buy a different LP regardless,0
453,Just reading about opportunities to walk with a llama and feel calmer,4
454,Our Uni Challenge team just owned the gordon arms quiz Best score ever and beat the second team by 11 points,4
455,off to school i love this weather maths exam this morning love x,4
456,Really not feeling this bad negative vibe with the PA class,0
457,Good luck I have still to get wireless working post IT6,0
458,ahh yeah didnt think about that thanks,4
459,In the garden doing some maths revision oh the joys But I have burnt shoulders already Dammit,0
460,David s mum and dad took James to the park to feed the ducks A hour s peace and quiet,4
461,Im not a fan but thats the PM train I have 2 ride on anyway I m on garden leave now so don t have 2 think about it 4 12wks,4
462,my man has a gf as well so ill just fantasise about them both haha x,0
463,Wishin I was in NY with my BFFs and my man,0
464,Standing by the window watching the rain and lightening,4
465,i know But you sound like you re having a glorious time,4
466,Appreciating why event organisers wedding planners charge so much ilt2009 prep on track but hard to stop it taking over all work,0
467,Back To School Tomorrow Got Homework To Do Too,0
468,fat fat fat And where s my cranberry limeade,0
469,Yes please think may be camping but not sure still ill,0
470,Loving the sunshine off to Brighton soon,4
471,bored lol how are you today,0
472,Haha Oh man that s just a bit awesome,4
473,we want to stay another week,0
474,What s with all the sunshine It s not good for gremlins like me I must be the only person in the world to moan at warm sunny weather,4
475,Hi Keith just a new twitter and wanted to say hello Have a great weekend,4
476,doesnt have a job no more,0
477,I don t understand cricket but I take it that ain t good,0
478,Back after a lovely long summer day out riding in the morning vegging and barbie in the afternoon Worked on my tan,4
479,Blarg I rhink im actually going to faint from this heat Time to go have a shower and lie down Got to get home from work first and shop,0
480,waiting for a msg i kno i wont get tonight yet i kno i wont sleep,4
481,hehe thanks I have no hope in hell of passing and according to my mum anything below an A is not acceptable I m FUCKED,4
482,Haha no i m from Bournemouth right down south No we haven t been announced either,0
483,ooc is looking forwards to the whole seeker fleeing thing of today,4
